Date,BNGA.JK,TLKM.JK,ADRO.JK,ANTM.JK
2024-12-27 00:00:00+07:00,1442.750244140625,2549.215576171875,1977.104248046875,1452.6707763671875
2024-12-30 00:00:00+07:00,1446.9320068359375,2512.135986328125,1974.2447509765625,1452.6707763671875
2025-01-02 00:00:00+07:00,1484.5689697265625,2502.8662109375,2055.489013671875,1471.7222900390625
2025-01-03 00:00:00+07:00,1480.3870849609375,2549.215576171875,1998.617919921875,1447.907958984375
2025-01-06 00:00:00+07:00,1455.2958984375,2493.59619140625,1933.622314453125,1395.5166015625
2025-01-07 00:00:00+07:00,1455.2958984375,2382.35791015625,2006.7423095703125,1366.939453125
2025-01-08 00:00:00+07:00,1442.750244140625,2456.516845703125,1949.87109375,1362.1766357421875
2025-01-09 00:00:00+07:00,1459.4776611328125,2428.707275390625,1901.124267578125,1352.65087890625
2025-01-10 00:00:00+07:00,1446.9320068359375,2484.326416015625,1884.87548828125,1395.5166015625
2025-01-13 00:00:00+07:00,1430.20458984375,2475.056640625,1909.2486572265625,1409.80517578125
2025-01-14 00:00:00+07:00,1426.022705078125,2428.707275390625,1917.373291015625,1447.907958984375
2025-01-15 00:00:00+07:00,1446.9320068359375,2437.97705078125,1949.87109375,1457.4337158203125
2025-01-16 00:00:00+07:00,1463.65966796875,2400.8974609375,1957.9954833984375,1447.907958984375
2025-01-17 00:00:00+07:00,1472.0233154296875,2465.78662109375,1949.87109375,1447.907958984375
2025-01-20 00:00:00+07:00,1459.4776611328125,2419.437255859375,1909.2486572265625,1438.3822021484375
2025-01-21 00:00:00+07:00,1472.0233154296875,2437.97705078125,1876.7509765625,1438.3822021484375
2025-01-22 00:00:00+07:00,1455.2958984375,2530.67578125,1884.87548828125,1447.907958984375
2025-01-23 00:00:00+07:00,1459.4776611328125,2512.135986328125,1901.124267578125,1419.330810546875
2025-01-24 00:00:00+07:00,1451.114013671875,2493.59619140625,1868.6265869140625,1419.330810546875
2025-01-30 00:00:00+07:00,1442.750244140625,2447.246826171875,1868.6265869140625,1328.8365478515625
2025-01-31 00:00:00+07:00,1451.114013671875,2465.78662109375,1892.9998779296875,1324.07373046875
2025-02-03 00:00:00+07:00,1451.114013671875,2437.97705078125,1876.7509765625,1314.5479736328125
2025-02-04 00:00:00+07:00,1442.750244140625,2447.246826171875,1892.9998779296875,1333.5994873046875
2025-02-05 00:00:00+07:00,1442.750244140625,2428.707275390625,1917.373291015625,1381.22802734375
2025-02-06 00:00:00+07:00,1409.2950439453125,2373.087890625,1860.502197265625,1333.5994873046875
2025-02-07 00:00:00+07:00,1434.3863525390625,2400.8974609375,1844.2530517578125,1362.1766357421875
2025-02-10 00:00:00+07:00,1400.9312744140625,2261.849365234375,1795.5062255859375,1319.3109130859375
2025-02-11 00:00:00+07:00,1405.11328125,2150.61083984375,1746.759521484375,1333.5994873046875
2025-02-12 00:00:00+07:00,1413.47705078125,2298.928955078125,1819.8797607421875,1328.8365478515625
2025-02-13 00:00:00+07:00,1413.47705078125,2243.3095703125,1795.5062255859375,1400.2794189453125
2025-02-14 00:00:00+07:00,1426.022705078125,2345.2783203125,1819.8797607421875,1457.4337158203125
2025-02-17 00:00:00+07:00,1438.568359375,2456.516845703125,1852.37744140625,1481.2479248046875
2025-02-18 00:00:00+07:00,1434.3863525390625,2484.326416015625,1836.128662109375,1476.485107421875
2025-02-19 00:00:00+07:00,1417.658935546875,2475.056640625,1828.004150390625,1500.2994384765625
2025-02-20 00:00:00+07:00,1438.568359375,2475.056640625,1787.3818359375,1605.0821533203125
2025-02-21 00:00:00+07:00,1442.750244140625,2456.516845703125,1771.1329345703125,1543.1650390625
2025-02-24 00:00:00+07:00,1417.658935546875,2410.16748046875,1779.25732421875,1562.216552734375
2025-02-25 00:00:00+07:00,1400.9312744140625,2280.38916015625,1706.1373291015625,1557.45361328125
2025-02-26 00:00:00+07:00,1392.567626953125,2336.00830078125,1714.26171875,1552.6907958984375
2025-02-27 00:00:00+07:00,1371.658203125,2308.19873046875,1681.763916015625,1547.927978515625
2025-02-28 00:00:00+07:00,1350.7486572265625,2178.420654296875,1681.763916015625,1509.8250732421875
2025-03-03 00:00:00+07:00,1388.3856201171875,2224.77001953125,1665.5150146484375,1509.8250732421875
2025-03-04 00:00:00+07:00,1359.112548828125,2206.230224609375,1551.7724609375,1466.9593505859375
2025-03-05 00:00:00+07:00,1384.2037353515625,2271.119384765625,1543.6480712890625,1543.1650390625
2025-03-06 00:00:00+07:00,1392.567626953125,2224.77001953125,1665.5150146484375,1547.927978515625
2025-03-07 00:00:00+07:00,1400.9312744140625,2234.039794921875,1624.8927001953125,1552.6907958984375
2025-03-10 00:00:00+07:00,1388.3856201171875,2215.5,1555.8345947265625,1419.330810546875
2025-03-11 00:00:00+07:00,1392.567626953125,2196.960205078125,1503.025634765625,1447.907958984375
2025-03-12 00:00:00+07:00,1409.2950439453125,2271.119384765625,1503.025634765625,1471.7222900390625
2025-03-13 00:00:00+07:00,1392.567626953125,2252.57958984375,1515.21240234375,1462.196533203125
2025-03-14 00:00:00+07:00,1384.2037353515625,2243.3095703125,1470.52783203125,1514.587890625
2025-03-17 00:00:00+07:00,1392.567626953125,2243.3095703125,1474.590087890625,1576.5050048828125
2025-03-18 00:00:00+07:00,1363.2943115234375,2243.3095703125,1458.3411865234375,1557.45361328125
2025-03-19 00:00:00+07:00,1363.2943115234375,2252.57958984375,1462.4034423828125,1581.2679443359375
2025-03-20 00:00:00+07:00,1359.112548828125,2215.5,1462.4034423828125,1566.9793701171875
2025-03-21 00:00:00+07:00,1371.658203125,2141.341064453125,1462.4034423828125,1509.8250732421875
2025-03-24 00:00:00+07:00,1354.9306640625,2159.880859375,1421.781005859375,1514.587890625
2025-03-25 00:00:00+07:00,1384.2037353515625,2169.150634765625,1417.7188720703125,1524.1136474609375
2025-03-26 00:00:00+07:00,1405.11328125,2261.849365234375,1494.9012451171875,1571.7421875
2025-03-27 00:00:00+07:00,1417.658935546875,2234.039794921875,1498.96337890625,1557.45361328125
2025-04-08 00:00:00+07:00,1338.2030029296875,2122.80126953125,1336.4742431640625,1333.5994873046875
2025-04-09 00:00:00+07:00,1363.2943115234375,2150.61083984375,1340.536376953125,1405.042236328125
2025-04-10 00:00:00+07:00,1413.47705078125,2178.420654296875,1381.15869140625,1552.6907958984375
2025-04-11 00:00:00+07:00,1455.2958984375,2159.880859375,1393.345458984375,1609.8450927734375
2025-04-14 00:00:00+07:00,1492.9327392578125,2252.57958984375,1433.9678955078125,1743.2049560546875
2025-04-15 00:00:00+07:00,1526.387939453125,2271.119384765625,1462.4034423828125,1771.7821044921875
2025-04-16 00:00:00+07:00,1513.84228515625,2298.928955078125,1462.4034423828125,1833.69921875
2025-04-17 00:00:00+07:00,1518.0240478515625,2363.818115234375,1462.4034423828125,1852.7506103515625
2025-04-21 00:00:00+07:00,1522.2060546875,2382.35791015625,1466.4656982421875,1990.8734130859375
2025-04-22 00:00:00+07:00,1526.387939453125,2363.818115234375,1527.3990478515625,2086.130615234375
2025-04-23 00:00:00+07:00,1551.4791259765625,2437.97705078125,1503.025634765625,1971.822021484375
2025-04-24 00:00:00+07:00,1579.5364990234375,2437.97705078125,1523.3367919921875,2048.02783203125
2025-04-25 00:00:00+07:00,1584.1015625,2410.16748046875,1527.3990478515625,2038.501953125
2025-04-28 00:00:00+07:00,1579.5364990234375,2373.087890625,1543.6480712890625,2028.976318359375
2025-04-29 00:00:00+07:00,1616.0576171875,2400.8974609375,1543.6480712890625,2076.604736328125
2025-04-30 00:00:00+07:00,1597.7969970703125,2447.246826171875,1543.6480712890625,2067.0791015625
2025-05-02 00:00:00+07:00,1588.666748046875,2484.326416015625,1531.4613037109375,2181.3876953125
2025-05-05 00:00:00+07:00,1588.666748046875,2502.8662109375,1511.150146484375,2209.96484375
2025-05-06 00:00:00+07:00,1579.5364990234375,2484.326416015625,1523.3367919921875,2419.530517578125
2025-05-07 00:00:00+07:00,1579.5364990234375,2428.707275390625,1543.6480712890625,2619.5703125
2025-05-08 00:00:00+07:00,1565.841064453125,2382.35791015625,1539.5858154296875,2486.21044921875
2025-05-09 00:00:00+07:00,1561.2760009765625,2410.16748046875,1507.087890625,2552.890380859375
2025-05-14 00:00:00+07:00,1643.4483642578125,2400.8974609375,1555.8345947265625,2429.05615234375
2025-05-15 00:00:00+07:00,1643.4483642578125,2465.78662109375,1555.8345947265625,2429.05615234375
2025-05-16 00:00:00+07:00,1652.57861328125,2539.945556640625,1746.759521484375,2514.78759765625
2025-05-19 00:00:00+07:00,1648.0135498046875,2614.104736328125,1884.87548828125,2590.9931640625
2025-05-20 00:00:00+07:00,1643.4483642578125,2539.945556640625,1795.5062255859375,2600.51904296875
2025-05-21 00:00:00+07:00,1661.7088623046875,2549.215576171875,1754.884033203125,2771.981689453125
2025-05-22 00:00:00+07:00,1652.57861328125,2595.56494140625,1746.759521484375,2819.6103515625
2025-05-23 00:00:00+07:00,1648.0135498046875,2493.59619140625,1706.1373291015625,2981.54736328125
2025-05-26 00:00:00+07:00,1634.318115234375,2595.56494140625,1698.0128173828125,2962.495849609375
2025-05-27 00:00:00+07:00,1629.7529296875,2623.37451171875,1860.502197265625,2886.290283203125
2025-05-28 00:00:00+07:00,1625.1878662109375,2614.104736328125,1787.3818359375,2962.495849609375
2025-06-02 00:00:00+07:00,1584.1015625,2577.025146484375,1730.5106201171875,3162.535888671875
2025-06-03 00:00:00+07:00,1570.40625,2595.56494140625,1706.1373291015625,3200.638671875
2025-06-04 00:00:00+07:00,1579.5364990234375,2614.104736328125,1706.1373291015625,3381.627197265625
2025-06-05 00:00:00+07:00,1565.841064453125,2632.64453125,1722.38623046875,3286.3701171875
2025-06-10 00:00:00+07:00,1574.9713134765625,2697.533447265625,1714.26171875,3105.381591796875
2025-06-11 00:00:00+07:00,1579.5364990234375,2800.0,1722.38623046875,3124.43310546875
2025-06-12 00:00:00+07:00,1584.1015625,2780.0,1722.38623046875,3019.650146484375
2025-06-13 00:00:00+07:00,1579.5364990234375,2740.0,1759.1474609375,3143.484375
2025-06-16 00:00:00+07:00,1574.9713134765625,2740.0,1763.556396484375,3124.43310546875
2025-06-17 00:00:00+07:00,1570.40625,2760.0,1763.556396484375,3305.42138671875
2025-06-18 00:00:00+07:00,1556.7108154296875,2770.0,1754.7386474609375,3381.627197265625
2025-06-19 00:00:00+07:00,1533.8851318359375,2690.0,1697.4229736328125,3172.0615234375
2025-06-20 00:00:00+07:00,1529.3199462890625,2640.0,1640.107421875,3048.227294921875
2025-06-23 00:00:00+07:00,1506.494384765625,2580.0,1587.2008056640625,3190.0
2025-06-24 00:00:00+07:00,1524.7548828125,2590.0,1600.4273681640625,3090.0
2025-06-25 00:00:00+07:00,1520.189697265625,2620.0,1573.9739990234375,2930.0
2025-06-26 00:00:00+07:00,1524.7548828125,2710.0,1578.3829345703125,2940.0
2025-06-30 00:00:00+07:00,1520.189697265625,2780.0,1613.6541748046875,3040.0
2025-07-01 00:00:00+07:00,1524.7548828125,2810.0,1613.6541748046875,3070.0
2025-07-02 00:00:00+07:00,1524.7548828125,2780.0,1565.15625,2990.0
2025-07-03 00:00:00+07:00,1529.3199462890625,2710.0,1551.9296875,3120.0
2025-07-04 00:00:00+07:00,1520.189697265625,2630.0,1547.520751953125,3000.0
2025-07-07 00:00:00+07:00,1529.3199462890625,2700.0,1534.2940673828125,2910.0
2025-07-08 00:00:00+07:00,1529.3199462890625,2650.0,1538.7030029296875,2930.0
2025-07-09 00:00:00+07:00,1552.1456298828125,2670.0,1534.2940673828125,2920.0
2025-07-10 00:00:00+07:00,1556.7108154296875,2690.0,1622.471923828125,2990.0
2025-07-11 00:00:00+07:00,1565.841064453125,2730.0,1648.92529296875,2990.0
2025-07-14 00:00:00+07:00,1552.1456298828125,2690.0,1609.2451171875,3030.0
2025-07-15 00:00:00+07:00,1552.1456298828125,2640.0,1600.4273681640625,3000.0
2025-07-16 00:00:00+07:00,1565.841064453125,2650.0,1622.471923828125,2990.0
2025-07-17 00:00:00+07:00,1565.841064453125,2770.0,1613.6541748046875,3010.0
