Date,BBCA.JK,BBRI.JK,BMRI.JK,BBNI.JK,BNGA.JK
2024-05-15 00:00:00+07:00,8728.3583984375,3991.246826171875,5215.32470703125,4244.81787109375,1564.0247802734375
2024-05-16 00:00:00+07:00,8820.236328125,4007.808349609375,5194.8720703125,4392.6474609375,1584.934326171875
2024-05-17 00:00:00+07:00,8958.0517578125,4074.052490234375,5378.94287109375,4371.529296875,1568.2066650390625
2024-05-20 00:00:00+07:00,8705.388671875,3991.246826171875,5174.42041015625,4206.80517578125,1555.6610107421875
2024-05-21 00:00:00+07:00,8613.51171875,3875.318359375,4928.99267578125,4029.409423828125,1526.387939453125
2024-05-22 00:00:00+07:00,8659.451171875,3908.4404296875,4949.44580078125,4020.962158203125,1538.93359375
2024-05-27 00:00:00+07:00,8544.603515625,3767.6708984375,4765.375,3944.935546875,1526.387939453125
2024-05-28 00:00:00+07:00,8544.603515625,3751.109375,4867.63671875,3978.725341796875,1530.5697021484375
2024-05-29 00:00:00+07:00,8406.787109375,3651.7421875,4744.9228515625,3826.672119140625,1488.7509765625
2024-05-30 00:00:00+07:00,8268.9716796875,3626.900390625,4806.27978515625,3792.88232421875,1463.65966796875
2024-05-31 00:00:00+07:00,8498.6650390625,3593.778076171875,4826.73193359375,3716.855712890625,1421.8406982421875
2024-06-03 00:00:00+07:00,8521.6357421875,3751.109375,4990.35009765625,3902.698486328125,1463.65966796875
2024-06-04 00:00:00+07:00,8590.5419921875,3684.86474609375,5031.25439453125,3919.59326171875,1459.4776611328125
2024-06-05 00:00:00+07:00,8682.419921875,3643.46142578125,4908.541015625,3894.2509765625,1446.9320068359375
2024-06-06 00:00:00+07:00,8705.388671875,3726.267578125,5051.70703125,4029.409423828125,1455.2958984375
2024-06-07 00:00:00+07:00,8567.572265625,3602.058837890625,5133.51611328125,3970.27783203125,1455.2958984375
2024-06-10 00:00:00+07:00,8751.3271484375,3643.46142578125,5133.51611328125,3894.2509765625,1438.568359375
2024-06-11 00:00:00+07:00,8544.603515625,3593.778076171875,5010.80224609375,3784.43505859375,1413.47705078125
2024-06-12 00:00:00+07:00,8498.6650390625,3602.058837890625,4847.18408203125,3742.197998046875,1405.11328125
2024-06-13 00:00:00+07:00,8452.7265625,3568.936279296875,4806.27978515625,3784.43505859375,1388.3856201171875
2024-06-14 00:00:00+07:00,8452.7265625,3461.28857421875,4704.0185546875,3640.8291015625,1375.8399658203125
2024-06-19 00:00:00+07:00,8314.91015625,3395.043701171875,4704.0185546875,3632.381591796875,1367.476318359375
2024-06-20 00:00:00+07:00,8659.451171875,3535.81396484375,4867.63671875,3716.855712890625,1392.567626953125
2024-06-21 00:00:00+07:00,8820.236328125,3676.583984375,5010.80224609375,3835.11962890625,1430.20458984375
2024-06-24 00:00:00+07:00,8820.236328125,3643.46142578125,4908.541015625,3835.11962890625,1421.8406982421875
2024-06-25 00:00:00+07:00,8820.236328125,3626.900390625,4847.18408203125,3784.43505859375,1421.8406982421875
2024-06-26 00:00:00+07:00,8728.3583984375,3618.61962890625,4785.82763671875,3733.750732421875,1426.022705078125
2024-06-27 00:00:00+07:00,8958.0517578125,3693.14501953125,4908.541015625,3868.90869140625,1434.3863525390625
2024-06-28 00:00:00+07:00,9118.837890625,3809.0732421875,5031.25439453125,3936.48828125,1472.0233154296875
2024-07-01 00:00:00+07:00,9072.8994140625,3833.915283203125,5113.0634765625,3978.725341796875,1472.0233154296875
2024-07-02 00:00:00+07:00,9095.8681640625,3784.2314453125,5072.15869140625,3978.725341796875,1455.2958984375
2024-07-03 00:00:00+07:00,9187.74609375,3809.0732421875,5092.61181640625,3928.040771484375,1472.0233154296875
2024-07-04 00:00:00+07:00,9026.9599609375,3966.405029296875,5113.0634765625,3978.725341796875,1480.3870849609375
2024-07-05 00:00:00+07:00,9141.806640625,3974.685791015625,5256.2294921875,3970.27783203125,1497.1146240234375
2024-07-08 00:00:00+07:00,9233.685546875,3933.2822265625,5092.61181640625,3944.935546875,1497.1146240234375
2024-07-09 00:00:00+07:00,9256.654296875,4032.649658203125,5215.32470703125,4105.4365234375,1509.660400390625
2024-07-10 00:00:00+07:00,9279.623046875,4016.088623046875,5215.32470703125,4071.646728515625,1497.1146240234375
2024-07-11 00:00:00+07:00,9256.654296875,4007.808349609375,5235.77685546875,4113.88330078125,1497.1146240234375
2024-07-12 00:00:00+07:00,9256.654296875,4057.491455078125,5256.2294921875,4244.81787109375,1513.84228515625
2024-07-15 00:00:00+07:00,9233.685546875,3991.246826171875,5194.8720703125,4244.81787109375,1501.296630859375
2024-07-16 00:00:00+07:00,9141.806640625,3916.72119140625,5194.8720703125,4206.80517578125,1492.9327392578125
2024-07-17 00:00:00+07:00,9003.990234375,3941.56298828125,5276.681640625,4223.69970703125,1488.7509765625
2024-07-18 00:00:00+07:00,9279.623046875,4049.210693359375,5358.49072265625,4287.05517578125,1501.296630859375
2024-07-19 00:00:00+07:00,9302.591796875,4057.491455078125,5338.0380859375,4308.173828125,1509.660400390625
2024-07-22 00:00:00+07:00,9279.623046875,4065.772216796875,5481.2041015625,4308.173828125,1513.84228515625
2024-07-23 00:00:00+07:00,9348.53125,3966.405029296875,5419.84716796875,4265.9365234375,1505.4783935546875
2024-07-24 00:00:00+07:00,9256.654296875,3958.124267578125,5297.1337890625,4308.173828125,1497.1146240234375
2024-07-25 00:00:00+07:00,9463.3779296875,3891.8798828125,5378.94287109375,4244.81787109375,1488.7509765625
2024-07-26 00:00:00+07:00,9486.3486328125,3941.56298828125,5358.49072265625,4223.69970703125,1484.5689697265625
2024-07-29 00:00:00+07:00,9417.4384765625,3958.124267578125,5297.1337890625,4244.81787109375,1492.9327392578125
2024-07-30 00:00:00+07:00,9348.53125,3867.03759765625,5297.1337890625,4181.462890625,1547.29736328125
2024-07-31 00:00:00+07:00,9440.4091796875,3867.03759765625,5235.77685546875,4198.357421875,1538.93359375
2024-08-01 00:00:00+07:00,9532.2861328125,3933.2822265625,5522.10888671875,4287.05517578125,1538.93359375
2024-08-02 00:00:00+07:00,9371.5009765625,3900.16015625,5563.01318359375,4308.173828125,1547.29736328125
2024-08-05 00:00:00+07:00,9072.8994140625,3751.109375,5378.94287109375,4189.91015625,1476.205322265625
2024-08-06 00:00:00+07:00,9187.74609375,3809.0732421875,5419.84716796875,4244.81787109375,1497.1146240234375
2024-08-07 00:00:00+07:00,9279.623046875,3825.634765625,5542.56103515625,4223.69970703125,1488.7509765625
2024-08-08 00:00:00+07:00,9394.470703125,3858.75732421875,5563.01318359375,4244.81787109375,1480.3870849609375
2024-08-09 00:00:00+07:00,9325.5615234375,3867.03759765625,5603.91748046875,4329.29248046875,1492.9327392578125
2024-08-12 00:00:00+07:00,9371.5009765625,3875.318359375,5644.822265625,4329.29248046875,1488.7509765625
2024-08-13 00:00:00+07:00,9463.3779296875,3908.4404296875,5726.63134765625,4371.529296875,1497.1146240234375
2024-08-14 00:00:00+07:00,9371.5009765625,3991.246826171875,5787.98779296875,4456.00341796875,1522.2060546875
2024-08-15 00:00:00+07:00,9394.470703125,3999.527587890625,5747.08349609375,4434.884765625,1505.4783935546875
2024-08-16 00:00:00+07:00,9486.3486328125,3999.527587890625,5787.98779296875,4477.1220703125,1513.84228515625
2024-08-19 00:00:00+07:00,9532.2861328125,3991.246826171875,5849.3447265625,4519.3583984375,1518.0240478515625
2024-08-20 00:00:00+07:00,9578.224609375,4098.89453125,5890.2490234375,4624.951171875,1534.751708984375
2024-08-21 00:00:00+07:00,9578.224609375,4223.10302734375,5931.1533203125,4603.8330078125,1580.7523193359375
2024-08-22 00:00:00+07:00,9486.3486328125,4181.7001953125,5767.53564453125,4456.00341796875,1559.843017578125
2024-08-23 00:00:00+07:00,9486.3486328125,4264.50634765625,5767.53564453125,4603.8330078125,1584.934326171875
2024-08-26 00:00:00+07:00,9486.3486328125,4388.71484375,5767.53564453125,4667.18798828125,1597.47998046875
2024-08-27 00:00:00+07:00,9371.5009765625,4285.20751953125,5747.08349609375,4561.595703125,1589.1160888671875
2024-08-28 00:00:00+07:00,9509.31640625,4264.50634765625,5910.70166015625,4540.47705078125,1589.1160888671875
2024-08-29 00:00:00+07:00,9394.470703125,4243.80419921875,5808.43994140625,4477.1220703125,1568.2066650390625
2024-08-30 00:00:00+07:00,9486.3486328125,4264.50634765625,5828.892578125,4519.3583984375,1572.388671875
2024-09-02 00:00:00+07:00,9440.4091796875,4285.20751953125,5890.2490234375,4519.3583984375,1589.1160888671875
2024-09-03 00:00:00+07:00,9348.53125,4285.20751953125,5787.98779296875,4540.47705078125,1576.5704345703125
2024-09-04 00:00:00+07:00,9463.3779296875,4223.10302734375,5869.796875,4519.3583984375,1564.0247802734375
2024-09-05 00:00:00+07:00,9417.4384765625,4264.50634765625,5869.796875,4603.8330078125,1589.1160888671875
2024-09-06 00:00:00+07:00,9463.3779296875,4326.6103515625,5931.1533203125,4772.7802734375,1584.934326171875
2024-09-09 00:00:00+07:00,9440.4091796875,4285.20751953125,5931.1533203125,4836.13623046875,1580.7523193359375
2024-09-10 00:00:00+07:00,9509.31640625,4347.31201171875,5931.1533203125,4815.017578125,1630.93505859375
2024-09-11 00:00:00+07:00,9578.224609375,4285.20751953125,6033.4150390625,4772.7802734375,1630.93505859375
2024-09-12 00:00:00+07:00,9624.1640625,4285.20751953125,5972.05810546875,4730.5439453125,1635.116943359375
2024-09-13 00:00:00+07:00,9578.224609375,4388.71484375,5951.60595703125,4751.66259765625,1622.5712890625
2024-09-17 00:00:00+07:00,9647.1337890625,4388.71484375,6074.3193359375,4772.7802734375,1614.2073974609375
2024-09-18 00:00:00+07:00,9761.98046875,4430.11767578125,6053.8671875,4815.017578125,1660.2081298828125
2024-09-19 00:00:00+07:00,10014.6435546875,4471.5205078125,6053.8671875,4920.60986328125,1668.572021484375
2024-09-20 00:00:00+07:00,9899.7958984375,4450.81982421875,5972.05810546875,4857.2548828125,1660.2081298828125
2024-09-23 00:00:00+07:00,10060.58203125,4554.32666015625,6094.77197265625,4899.49169921875,1664.3900146484375
2024-09-24 00:00:00+07:00,9922.7646484375,4575.02880859375,6074.3193359375,4899.49169921875,1668.572021484375
2024-09-25 00:00:00+07:00,9968.705078125,4409.4169921875,5890.2490234375,4730.5439453125,1618.389404296875
2024-09-26 00:00:00+07:00,9830.888671875,4181.7001953125,5869.796875,4730.5439453125,1614.2073974609375
