Date,BBCA.JK,BBRI.JK,BMRI.JK,BBNI.JK,BNGA.JK
2023-05-16 00:00:00+07:00,7776.189453125,4086.943115234375,3883.65185546875,3527.178466796875,1145.837158203125
2023-05-17 00:00:00+07:00,7843.224609375,4086.943115234375,3891.433837890625,3527.178466796875,1118.3682861328125
2023-05-19 00:00:00+07:00,8044.33203125,4244.1328125,3949.805908203125,3557.411376953125,1134.0648193359375
2023-05-22 00:00:00+07:00,8044.33203125,4263.7822265625,4066.548828125,3567.489013671875,1141.9129638671875
2023-05-23 00:00:00+07:00,8156.05908203125,4322.728515625,3988.72021484375,3607.799560546875,1141.9129638671875
2023-05-24 00:00:00+07:00,8066.6787109375,4401.32275390625,3949.805908203125,3557.411376953125,1114.4442138671875
2023-05-25 00:00:00+07:00,8089.02392578125,4303.0791015625,4027.63427734375,3627.955078125,1106.59619140625
2023-05-26 00:00:00+07:00,8178.40478515625,4401.32275390625,3988.72021484375,3607.799560546875,1137.9888916015625
2023-05-29 00:00:00+07:00,8178.40478515625,4362.02490234375,4008.17724609375,3648.1103515625,1141.9129638671875
2023-05-30 00:00:00+07:00,8267.7861328125,4322.728515625,4008.17724609375,3638.032470703125,1141.9129638671875
2023-05-31 00:00:00+07:00,8089.02392578125,4381.67431640625,3930.348388671875,3648.1103515625,1130.1407470703125
2023-06-05 00:00:00+07:00,8223.095703125,4263.7822265625,3949.805908203125,3627.955078125,1134.0648193359375
2023-06-06 00:00:00+07:00,8178.40478515625,4283.4306640625,3930.348388671875,3708.576171875,1145.837158203125
2023-06-07 00:00:00+07:00,8133.71533203125,4244.1328125,3910.891357421875,3688.420654296875,1149.76123046875
2023-06-08 00:00:00+07:00,8156.05908203125,4303.0791015625,3910.891357421875,3708.576171875,1149.76123046875
2023-06-09 00:00:00+07:00,8133.71533203125,4263.7822265625,3988.72021484375,3718.654052734375,1145.837158203125
2023-06-12 00:00:00+07:00,8178.40478515625,4244.1328125,3969.2626953125,3748.88671875,1208.622802734375
2023-06-13 00:00:00+07:00,8178.40478515625,4362.02490234375,3969.2626953125,3678.34326171875,1240.015380859375
2023-06-14 00:00:00+07:00,8111.36767578125,4362.02490234375,3930.348388671875,3617.876953125,1208.622802734375
